"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"26";11,2;0,423;"";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"27";11,2;0,422;"HOXB2 (directAnnotation). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"28";11,2;0,422;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;ZFAND2A"
"29";11,1;0,419;"";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"30";11,1;0,419;"";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"31";11,1;0,418;"";16;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SERPINH1;SLC5A3;TNFSF14;ZFAND2A"
"32";11,1;0,418;"HSF4 (directAnnotation). ";12;"BAG3;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;PDK1;SLC5A3"
"33";11,1;0,417;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"34";11,1;0,416;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"35";11;0,414;"HSF2 (directAnnotation). ";16;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;PDK1;SLC5A3;TNFSF14;ZFAND2A"
"36";11;0,414;"HSF1 (directAnnotation). ";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;PDK1;SLC5A3;ZFAND2A"
"37";10,9;0,413;"";15;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
"38";10,9;0,412;"HSF1 (directAnnotation). ";13;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;OLIG2;SLC5A3;TNFSF14"
"39";10,8;0,407;"HSF1 (directAnnotation). ";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;OLIG2;SERPINH1;SLC5A3;TNFSF14"
"40";10,8;0,406;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;ZFAND2A"
"41";10,7;0,403;"";11;"BAG3;DNAJA4;DNAJB1;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"42";10,7;0,403;"";12;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;IER5;SLC5A3"
"43";10,6;0,402;"";11;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPH1;SLC5A3"
"44";10,6;0,4;"HSF1; HSF2; HSF4 (inferredBy_Orthology). ";14;"BAG3;DNAJA4;DNAJB1;DNAJB4;HSP90AA1;HSPA1A;HSPA1B;HSPB1;HSPD1;HSPH1;IER5;SLC5A3;TNFSF14;ZFAND2A"
