"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"94";3,12;0,17;"ZNF48 (inferredBy_Orthology). ";13;"BCL11A;GFOD1;KDM6B;MAFF;MMP19;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;SFMBT2;THAP2;ZSCAN5A"
"95";3,11;0,17;"";20;"ADA;ARID3A;BCL11A;CCDC71L;DUSP2;EIF4E;FSTL3;INSIG1;KDM6B;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM8;REV3L;SFMBT2;SLC16A6;TPRA1;UBASH3B"
"96";3,11;0,17;"PBX1 (inferredBy_Orthology). ";12;"ARID3A;BCL11A;CCDC71L;KDM6B;MAFF;MMP19;NFATC1;NR4A3;REV3L;SFMBT2;UBASH3B;ZSCAN5A"
"97";3,11;0,169;"";13;"BCL11A;GFOD1;KDM6B;MAFF;MMP19;NR4A3;PRDM1;PRDM8;REV3L;SFMBT2;THAP2;UBASH3B;ZSCAN5A"
"98";3,11;0,169;"";23;"ARID3A;BCL11A;CCDC71L;CDK1;EIF4E;EREG;FSTL3;GFOD1;KDM6B;LPXN;MMP19;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;REV3L;SFMBT2;SLC16A6;UBASH3B;ZSCAN5A"
"99";3,11;0,169;"";15;"ARID3A;BCL11A;DUSP2;EIF4E;GFOD1;LPXN;MAFF;MMP19;NFATC1;NR4A3;PRDM1;PRDM8;RASGRP3;TIPARP;UBASH3B"
"100";3,1;0,169;"GATA5 (inferredBy_Orthology). ";23;"ADA;ARID3A;BCL11A;CCDC71L;CDK1;EIF4E;GFOD1;INSIG1;KDM6B;MAFF;MMP19;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;REV3L;SFMBT2;SLC16A6;UBASH3B;ZSCAN5A"
"101";3,1;0,169;"";11;"ARID3A;BCL11A;GFOD1;KDM6B;MAFF;NFATC1;NR4A3;PRDM8;RASGRP3;SFMBT2;UBASH3B"
"102";3,1;0,169;"DBX2 (inferredBy_Orthology). ";20;"ADA;ARID3A;BCL11A;CCDC71L;DUSP2;EIF4E;FSTL3;GFOD1;INSIG1;KDM6B;MAFF;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM8;REV3L;SFMBT2;TTYH2;UBASH3B"
"103";3,09;0,169;"";19;"ARID3A;BCL11A;CCDC71L;EIF4E;GFOD1;KDM6B;MAFF;MMP19;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;REV3L;SFMBT2;SLC16A6;UBASH3B;ZSCAN5A"
"104";3,09;0,169;"CDX1; CDX2; CDX4 (inferredBy_Orthology). ";7;"ARID3A;BCL11A;NFATC1;NR4A3;REV3L;SFMBT2;UBASH3B"
"105";3,08;0,169;"";8;"ARID3A;BCL11A;KDM6B;NFATC1;NR4A3;REV3L;SFMBT2;UBASH3B"
"106";3,08;0,169;"POLR2A (directAnnotation). ";11;"CHST7;GFOD1;KDM6B;NFATC1;NR4A3;PRDM8;RASGRP3;SFMBT2;THAP2;UBASH3B;ZSCAN5A"
"107";3,08;0,169;"REL (directAnnotation). ";9;"CCDC71L;DUSP2;GFOD1;IL10;NFKBID;NR4A3;PRDM8;SFMBT2;SLC16A6"
"108";3,08;0,168;"";19;"ARID3A;BCL11A;CCDC71L;EIF4E;GFOD1;KDM6B;LPXN;MMP19;NFATC1;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;RASGRP3;REV3L;SFMBT2;UBASH3B;ZSCAN5A"
"109";3,07;0,168;"BATF (directAnnotation). ";11;"EREG;IL10;KDM6B;MAFF;NFATC1;PRDM1;RASGRP3;SFMBT2;TFPI;TIPARP;UBASH3B"
"110";3,07;0,168;"";10;"BCL11A;GFOD1;KDM6B;NFKBID;NR4A3;PHLDB1;PRDM1;PRDM8;SFMBT2;SLC16A6"
"111";3,07;0,168;"";7;"BCL11A;DUSP2;MMP19;NR4A3;PRDM1;PRDM8;UBASH3B"
