"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"142";3,48;0,14;"GATA4 (directAnnotation). ";3;"GPRC5A;P4HA1;SLC2A3"
"143";3,48;0,14;"";4;"BNIP3L;LDHA;P4HA1;SCD"
"144";3,48;0,14;"NRF1 (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
"145";3,47;0,14;"";4;"BNIP3L;ENO2;FCGR2B;TNS1"
"146";3,47;0,14;"EBF1 (directAnnotation). ";2;"SCD;TNS1"
"147";3,47;0,14;"";3;"BNIP3L;ENO2;LDHA"
"148";3,47;0,14;"TFAP2A (directAnnotation). ";4;"GPRC5A;SCD;SH2D3A;SLC2A3"
"149";3,46;0,139;"ZNF528 (directAnnotation). ";2;"CA2;SCD"
"150";3,46;0,139;"RORB (directAnnotation). ";2;"ENO2;FCGR2B"
"151";3,45;0,139;"NRF1 (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
"152";3,45;0,139;"";3;"BNIP3L;ENO2;LDHA"
"153";3,45;0,139;"CREB3L1 (directAnnotation). ";6;"BNIP3L;ERO1A;GPRC5A;P4HA1;RRAD;SCD"
"154";3,44;0,139;"NRF1 (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
"155";3,44;0,139;"";4;"BNIP3;BNIP3L;ENO2;LDHA"
"156";3,44;0,139;"GATA5 (directAnnotation). ";3;"GPRC5A;P4HA1;SLC2A3"
"157";3,43;0,138;"EBF1 (inferredBy_Orthology). ";4;"FCGR2B;SCD;SH2D3A;TNS1"
"158";3,43;0,138;"";5;"P4HA1;RRAD;SH2D3A;SLC2A3;TNS1"
"159";3,42;0,138;"";4;"BNIP3L;LDHA;P4HA1;RRAD"
"160";3,42;0,138;"HIF1A (directAnnotation). ";4;"BNIP3;BNIP3L;ENO2;LDHA"
"161";3,42;0,138;"ARNT (directAnnotation). ";7;"BNIP3;BNIP3L;ENO2;ERO1A;LDHA;P4HA1;RRAD"
"162";3,41;0,138;"";8;"BNIP3L;ERO1A;FCGR2B;GPRC5A;LDHA;P4HA1;RRAD;SCD"
"163";3,41;0,138;"POLR2A (directAnnotation). ";2;"BNIP3L;P4HA1"
"164";3,41;0,138;"MNT (inferredBy_Orthology). ";3;"BNIP3L;ENO2;LDHA"
"165";3,41;0,138;"";7;"BNIP3L;ERO1A;GPRC5A;LDHA;P4HA1;RRAD;SCD"
"166";3,4;0,137;"GATA2 (directAnnotation). ";3;"GPRC5A;P4HA1;SLC2A3"
"167";3,4;0,137;"FOSL2 (directAnnotation). ";3;"BNIP3L;ENO2;TNS1"
"168";3,4;0,137;"CDX1; CDX2; CDX4 (directAnnotation). ";3;"CA2;P4HA1;SLC2A3"
"169";3,38;0,137;"";3;"LDHA;SLC2A3;TNS1"
"170";3,38;0,137;"GTF2B (directAnnotation). ";2;"CA2;P4HA1"
"171";3,36;0,136;"";3;"BNIP3L;ENO2;LDHA"
"172";3,36;0,136;"";4;"BNIP3;BNIP3L;ENO2;LDHA"
"173";3,36;0,136;"HES5 (directAnnotation). ";3;"BNIP3;BNIP3L;LDHA"
"174";3,36;0,136;"NRF1 (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
"175";3,36;0,136;"RORA (directAnnotation). ";3;"CA2;GPRC5A;KDM5B"
"176";3,35;0,136;"";3;"BNIP3L;ENO2;LDHA"
"177";3,35;0,136;"ARNT (inferredBy_Orthology). ";6;"BNIP3;BNIP3L;ENO2;ERO1A;LDHA;P4HA1"
"178";3,35;0,136;"GATA3 (directAnnotation). ";3;"GPRC5A;P4HA1;SLC2A3"
"179";3,35;0,136;"NRF1 (directAnnotation). ";5;"BNIP3;BNIP3L;ENO2;LDHA;P4HA1"
"180";3,34;0,135;"TFAP2A (inferredBy_Orthology). ";4;"GPRC5A;SCD;SH2D3A;SLC2A3"
"181";3,34;0,135;"TFAP2C (directAnnotation). ";8;"CA2;FCGR2B;GPRC5A;LDHA;P4HA1;SCD;SH2D3A;SLC2A3"
"182";3,34;0,135;"KLF16 (inferredBy_Orthology). ";4;"BNIP3L;LDHA;SCD;TNS1"
"183";3,33;0,135;"SIM1; SIM2 (inferredBy_Orthology). ";3;"ENO2;P4HA1;RRAD"
"184";3,32;0,135;"TBP; TBPL2 (inferredBy_Orthology). ";2;"CA2;P4HA1"
"185";3,32;0,135;"MECOM (directAnnotation). ";3;"BNIP3L;SLC2A3;TNS1"
"186";3,32;0,135;"TFAP2A (directAnnotation). ";8;"CA2;FCGR2B;GPRC5A;P4HA1;SCD;SH2D3A;SLC2A3;TNS1"
"187";3,32;0,135;"STAT3 (directAnnotation). ";4;"GPRC5A;LDHA;SCD;SLC2A3"
"188";3,32;0,135;"TAF7; TBP (directAnnotation). ";2;"CA2;P4HA1"
"189";3,32;0,135;"ATF6B (directAnnotation). ";4;"BNIP3L;ERO1A;RRAD;SCD"
"190";3,31;0,134;"";3;"BNIP3L;P4HA1;TNS1"
"191";3,31;0,134;"POLR2A (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
"192";3,31;0,134;"";3;"BNIP3L;ERO1A;RRAD"
"193";3,3;0,134;"ARNTL (directAnnotation). ";3;"BNIP3L;ENO2;LDHA"
"194";3,3;0,134;"";3;"BNIP3L;ERO1A;GPRC5A"
"195";3,3;0,134;"";4;"BNIP3L;ERO1A;LDHA;RRAD"
"196";3,29;0,134;"";4;"BNIP3L;ERO1A;GPRC5A;LDHA"
"197";3,29;0,134;"CREB3L1 (directAnnotation). ";7;"BNIP3L;ERO1A;GPRC5A;LDHA;P4HA1;RRAD;SCD"
"198";3,29;0,134;"NRF1 (directAnnotation). ";4;"BNIP3;BNIP3L;LDHA;P4HA1"
"199";3,28;0,134;"JUND (directAnnotation). ";3;"BNIP3L;ENO2;TNS1"
"200";3,28;0,133;"NRF1 (directAnnotation). ";3;"BNIP3L;LDHA;P4HA1"
