"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"143";3,42;0,0816;"VDR (directAnnotation). ";15;"ASGR1;C3AR1;CALM2;CD37;CFP;CLIC1;FBP1;HMGB2;HSBP1;JDP2;NKG7;PLBD1;SH3BGRL3;SLC7A7;TRMT1"
"144";3,42;0,0816;"CEBPB (inferredBy_Orthology). ";4;"COTL1;JDP2;KRT10;TNFSF13B"
"145";3,42;0,0816;"CEBPA (directAnnotation). ";18;"ASGR1;C1orf162;CALM2;CFP;COTL1;CSTA;EVI2B;FBP1;GLIPR1;HMGB2;IFI16;JDP2;KRT10;MNDA;NKG7;NRG1;TNFSF13B;VAMP5"
"146";3,4;0,0814;"";7;"CALM2;CFP;EVI2B;HMGB2;PSMB6;PSMB8;PSMB9"
"147";3,4;0,0813;"TRIM28 (directAnnotation). ";7;"CD37;CFP;EVI2B;FBP1;MNDA;NRG1;VAMP5"
"148";3,39;0,0812;"PRDM4 (directAnnotation). ";9;"CALM2;CFP;COX7A2;EVI2B;FKBP1A;MNDA;PSMB6;PSMB8;PSMB9"
"149";3,39;0,0811;"";7;"CALM2;CFP;EVI2B;FKBP1A;PSMB6;PSMB8;PSMB9"
"150";3,38;0,081;"";6;"CD37;JDP2;KRT10;MYL12A;TKT;TRMT1"
"151";3,38;0,081;"RORB (directAnnotation). ";9;"BLVRB;C1orf162;CD37;HMGB2;IFITM2;JDP2;LY96;PSMB6;SLC7A7"
"152";3,38;0,081;"IRF1; IRF2; IRF7 (directAnnotation). ";19;"CALM2;CFP;COX7A2;CSTA;DYNLT1;IFI16;IFITM2;JDP2;KRT10;MNDA;PLBD1;PSMA2;PSMB8;SLC7A7;TKT;TNFSF13B;TRMT1;VAMP5;ZNHIT1"
"153";3,37;0,0809;"";7;"CALM2;CFP;EVI2B;FKBP1A;PSMB6;PSMB8;PSMB9"
"154";3,37;0,0809;"";6;"CALM2;IFI16;KRT10;NRG1;TNFSF13B;ZNHIT1"
"155";3,37;0,0808;"SPI1 (inferredBy_Orthology). ";20;"ASGR1;C1orf162;CALM2;CD37;CFP;EVI2B;FKBP1A;GMFG;IFI16;IFITM2;LY96;MNDA;MYL12A;PHC2;PSMB8;SH3BGRL3;SLC7A7;TNFSF13B;TRMT1;ZNHIT1"
"156";3,37;0,0808;"IKZF1 (directAnnotation). ";13;"ASGR1;CFP;CLIC1;EVI2B;GMFG;IFI16;LY96;MNDA;NRG1;PSMB8;SLC7A7;TNFSF13B;ZNHIT1"
"157";3,37;0,0808;"SPI1 (inferredBy_Orthology). ";20;"ASGR1;C1orf162;C3AR1;CALM2;CD37;CFP;CSTA;EVI2B;GMFG;IFI16;IFITM2;JDP2;LY96;MNDA;NRG1;PSMB8;SLC7A7;TNFSF13B;TRMT1;ZNHIT1"
"158";3,37;0,0807;"CEBPB (directAnnotation). ";20;"ASGR1;C1orf162;CALM2;CFP;COTL1;CSTA;EVI2B;FBP1;GCA;GLIPR1;HMGB2;HSBP1;IFI16;JDP2;KRT10;NKG7;NRG1;SLC7A7;TNFSF13B;VAMP5"
"159";3,36;0,0806;"NKX3-2 (directAnnotation). ";8;"BLVRB;C3AR1;CALM2;CD37;CFP;DYNLT1;FKBP1A;VAMP5"
"160";3,36;0,0806;"";7;"CALM2;CFP;EVI2B;FKBP1A;PSMB6;PSMB8;PSMB9"
"161";3,34;0,0803;"ZNF324 (directAnnotation). ";10;"ASGR1;CALM2;CFP;FBP1;GMFG;JDP2;NKG7;NRG1;SH3BGRL3;SLC7A7"
"162";3,34;0,0803;"";8;"COX7A2;HMGB2;IFI16;JDP2;MNDA;NRG1;SLC7A7;STX10"
"163";3,34;0,0803;"SP9 (directAnnotation). ";7;"BLVRB;CLIC1;HMGB2;MYL12A;TKT;VAMP5;VPS29"
"164";3,33;0,0802;"";7;"CALM2;CFP;EVI2B;FKBP1A;PSMB6;PSMB8;PSMB9"
"165";3,33;0,0802;"E2F3 (directAnnotation). ";8;"CFP;EVI2B;GCA;GLIPR1;JDP2;PSMB9;TNFSF13B;TRAPPC5"
"166";3,33;0,0802;"STAT3 (directAnnotation). ";8;"ASGR1;BAX;CALM2;CFP;CORO1A;HMGB2;NRG1;SLC7A7"
"167";3,33;0,0802;"";7;"CNIH4;DYNLT1;HMGB2;JDP2;MYL12A;SH3BGRL3;TRAPPC5"
"168";3,33;0,0801;"RARA (inferredBy_Orthology). ";4;"BLVRB;JDP2;NRG1;TKT"
"169";3,32;0,08;"";7;"CFP;CLIC1;CPPED1;FBP1;NRG1;TRMT1;ZNHIT1"
"170";3,32;0,08;"TBX15 (directAnnotation). ";9;"CALM2;CFP;EVI2B;FKBP1A;NRG1;PSMB6;PSMB8;PSMB9;VAMP5"
"171";3,31;0,0799;"";7;"CALM2;CFP;EVI2B;FKBP1A;PSMB6;PSMB8;PSMB9"
"172";3,31;0,0797;"CEBPB (directAnnotation). ";15;"ASGR1;C1orf162;CALM2;CFP;COTL1;CSTA;EVI2B;GLIPR1;HSBP1;IFI16;JDP2;KRT10;MNDA;TNFSF13B;VAMP5"
"173";3,31;0,0797;"VDR (directAnnotation). ";8;"ASGR1;C3AR1;CFP;FBP1;HMGB2;JDP2;NKG7;PLBD1"
"174";3,3;0,0796;"IRF7 (directAnnotation). ";14;"CSTA;DYNLT1;GLIPR1;HMGB2;IFI16;IFITM2;JDP2;KRT10;NDUFC2;PSMB8;TKT;TNFSF13B;VAMP5;ZNHIT1"
"175";3,3;0,0796;"RELA (directAnnotation). ";18;"ASGR1;CALM2;CD37;CFP;CLIC1;HMGB2;IFI16;IFITM2;KRT10;MNDA;NKG7;NRG1;PSMB8;SLC7A7;TKT;TNFSF13B;TRMT1;ZNHIT1"
"176";3,29;0,0795;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"177";3,28;0,0793;"SPI1 (directAnnotation). ";15;"ASGR1;C1orf162;C3AR1;CALM2;CD37;CFP;EVI2B;GMFG;IFI16;MNDA;NRG1;PSMB8;SLC7A7;TNFSF13B;ZNHIT1"
"178";3,28;0,0793;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"179";3,28;0,0793;"CEBPB; JUN (inferredBy_Orthology). ";7;"C1orf162;CALM2;CFP;CSTA;JDP2;KRT10;NRG1"
"180";3,28;0,0792;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"181";3,28;0,0792;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"182";3,27;0,0791;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"183";3,27;0,0791;"ETV5 (directAnnotation). ";7;"CFP;CSTA;GMFG;JDP2;MYL12A;NRG1;SLC7A7"
"184";3,27;0,0791;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"185";3,27;0,0791;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"186";3,27;0,0791;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"187";3,27;0,0791;"IRF8 (directAnnotation). ";18;"C3AR1;CALM2;CFP;CSTA;DYNLT1;GLIPR1;HSBP1;IFI16;IFITM2;JDP2;KRT10;NKG7;NRG1;PSMB8;TKT;TNFSF13B;VAMP5;ZNHIT1"
"188";3,26;0,079;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"189";3,26;0,0789;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"190";3,25;0,0788;"RARA (directAnnotation). ";9;"BLVRB;DYNLT1;FBP1;JDP2;LY96;NRG1;SLC7A7;TKT;TNFSF13B"
"191";3,25;0,0788;"ZNF568 (directAnnotation). ";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"192";3,25;0,0788;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"193";3,25;0,0788;"ELF1; HDX (directAnnotation). ";5;"C1orf162;CFP;NRG1;SLC7A7;TNFSF13B"
"194";3,25;0,0788;"ZNF793 (directAnnotation). ";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"195";3,25;0,0787;"";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"196";3,24;0,0786;"ATF4; CEBPG (directAnnotation). ";5;"C1orf162;CALM2;CSTA;HMGB2;JDP2"
"197";3,24;0,0786;"ZNF580 (directAnnotation). ";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"198";3,24;0,0786;"ELF1; ELF2; ELF4; ELK1; ELK3; ELK4; ERG; ETS1; ETS2; ETV4; ETV6; ETV7; FLI1; GABPA; GABPB1; PSMD12; SIRT6; SPI1; SPIB (directAnnotation). ";10;"C3AR1;CALM2;CFP;EVI2B;GMFG;JDP2;LY96;NRG1;SLC7A7;TNFSF13B"
"199";3,24;0,0786;"RUNX3 (directAnnotation). ";6;"CALM2;CFP;EVI2B;PSMB6;PSMB8;PSMB9"
"200";3,23;0,0785;"GABPA; NKX2-1 (directAnnotation). ";7;"C1orf162;CALM2;CD37;CFP;EVI2B;LY96;PSMB8"
