"";"NES";"AUC";"TF_highConf";"nEnrGenes";"enrichedGenes"
"25";3,57;0,0847;"ZNF630 (directAnnotation). ";13;"CMKLR1;CTTNBP2;FILIP1L;FRMD4A;FRMD4B;FUT1;GPR155;IGFBP4;ITGB5;MAF;MGAT4A;OLFML2B;SLC7A8"
"26";3,57;0,0847;"";12;"ADAMDEC1;C1QB;C2;CCND1;CD163L1;DAB2;DNAJC5B;GPR155;KCNMA1;MAF;OSBPL1A;TMEM26"
"27";3,56;0,0845;"HNF1A; HNF1B; PPARG (directAnnotation). ";14;"CD163L1;CLIC2;FRMD4A;IGFBP4;KCNMA1;ME1;MERTK;MGAT4A;OSBPL1A;RND3;SLC40A1;SLC7A8;STON2;VMO1"
"28";3,53;0,0842;"";15;"C1orf54;CMKLR1;CXCL12;DNAJC5B;FILIP1L;IGFBP4;KCNMA1;LIMA1;MAF;ME1;OSBPL1A;PLXDC1;SDC3;SLC7A8;STON2"
"29";3,51;0,0838;"HSF4 (directAnnotation). ";41;"A2M;ANTXR1;C1QC;CCND1;CENPE;CLIC2;CMKLR1;CTTNBP2;DAB2;ENPP2;FRMD4A;FUT1;GATM;GCLC;GCNT1;GFRA2;GIMAP8;ITGA9;ITGB5;KCNMA1;LIMA1;LINC00996;LPAR6;LYVE1;MAF;MERTK;MGAT4A;NRP1;OSBPL1A;OTOA;PRKACB;RND3;SESN1;SLC7A8;SLCO2B1;SRGAP3;STON2;TMEM26;TMEM37;TNFRSF13C;TPM1"
"30";3,5;0,0838;"";6;"CMKLR1;DAB2;DNAJC5B;FRMD4A;GPR155;SLC40A1"
"31";3,5;0,0836;"SPI1 (directAnnotation). ";45;"A2M;ADGRG6;AXL;C1orf54;C1QA;C1QB;C1QC;CCL24;CD84;CENPE;CMKLR1;CTSC;DAB2;DNAJC5B;DNASE1L3;EGR2;FILIP1L;FRMD4A;FRMD4B;FUCA1;GCNT1;GPR155;HEXA;IGFBP4;KCNMA1;LIPA;LPAR6;LYVE1;MGAT4A;NRP1;OSBPL1A;P2RY6;PIK3IP1;PLD3;PLTP;PRKACB;S100B;SDC3;SERPINF1;SHE;SIGLEC1;SRGAP3;TMEM26;TMEM37;VSIG4"
"32";3,46;0,0831;"TEAD3 (directAnnotation). ";8;"AXL;CCND1;CTTNBP2;DAB2;DNAJC5B;GCNT1;MAF;RND3"
"33";3,42;0,0826;"MAFG (directAnnotation). ";21;"ADORA3;ANTXR1;C1QB;CENPE;CMKLR1;DAB2;FILIP1L;GALM;GCLC;IGF1;KCNMA1;LPAR6;LYVE1;ME1;OSBPL1A;SDC3;SIGLEC1;SLC7A8;SPRED1;STON2;TMEM37"
"34";3,42;0,0826;"";10;"ACE;AXL;C1QB;CCND1;FILIP1L;GFRA2;IGFBP4;KCNMA1;MAF;TPM1"
"35";3,4;0,0823;"";20;"ACE;ANTXR1;BCO2;CCND1;CMKLR1;CXCL12;DNAJC5B;ENPP2;FCHO2;FILIP1L;FUCA1;GATM;KCNMA1;MAF;OSBPL1A;PLD3;PLTP;PLXDC1;PRKACB;SRGAP3"
"36";3,4;0,0822;"HOXC13 (directAnnotation). ";38;"ACE;ADGRG6;ADORA3;BCO2;CCND1;CMKLR1;CTTNBP2;CXCL12;DAB2;DNAJC5B;ENPP2;FILIP1L;FRMD4A;FRMD4B;GCLC;GCNT1;GPR155;GPR82;HEXA;IGF1;ITM2C;KCNMA1;LGMN;LIMA1;LPAR6;MAF;MERTK;MGAT4A;NRP1;OSBPL1A;PER3;PIK3IP1;PRKACB;QPRT;RND3;SLCO2B1;STON2;TMEM26"
"37";3,38;0,082;"ETV2; FOXI1 (directAnnotation). ";11;"CTSC;DNAJC5B;FRMD4A;GATM;GPR155;ITM2C;KCNMA1;MAF;MERTK;PRKACB;SPRED1"
"38";3,37;0,0819;"";13;"CMKLR1;DNAJC5B;DNASE1L3;FRMD4B;KCNMA1;OLFML2B;OSBPL1A;PIK3IP1;PLXDC1;SIGLEC1;SLCO2B1;STON2;TMEM26"
"39";3,36;0,0818;"MAFG (directAnnotation). ";21;"ADORA3;ANTXR1;C1QB;CENPE;CMKLR1;DAB2;FILIP1L;GALM;GCLC;IGF1;KCNMA1;LPAR6;LYVE1;ME1;OSBPL1A;SDC3;SIGLEC1;SLC7A8;SPRED1;STON2;TMEM37"
"40";3,36;0,0818;"IRF1; LTF (directAnnotation). ";12;"CCND1;DAB2;DNAJC5B;EGR2;FILIP1L;FRMD4A;GPR155;ITGA9;LIMA1;MGAT4A;NRP1;SESN1"
"41";3,36;0,0817;"";19;"A2M;ACE;AXL;C2;CCND1;CFH;ENPP2;GAL3ST4;GALM;GCNT1;ITGA9;LGALS3BP;LILRB5;LIPA;PDK4;RND3;STAB1;VMO1;WWP1"
"42";3,35;0,0815;"TEAD3 (directAnnotation). ";8;"AXL;CCND1;CTTNBP2;DAB2;DNAJC5B;GCNT1;MAF;RND3"
"43";3,33;0,0814;"TEAD1; TEAD2; TEAD3; TEAD4 (inferredBy_Orthology). ";17;"CCND1;CENPE;CMKLR1;DAB2;DNAJC5B;EGR2;GCNT1;ITGA9;KCNMA1;LINC00996;LPAR6;MGAT4A;OLFML2B;OSBPL1A;SESN1;STON2;TPM1"
"44";3,32;0,0812;"STAT6 (directAnnotation). ";10;"C1orf54;C2;CCND1;DAB2;ENPP2;FILIP1L;MGAT4A;OLFML2B;OSBPL1A;SDC3"
"45";3,32;0,0812;"";9;"CCL24;CCND1;DAB2;GPR34;KCNMA1;MAF;OSBPL1A;PRKACB;SLC7A8"
"46";3,31;0,081;"";11;"DNAJC5B;EGR2;FCHO2;FILIP1L;KCNMA1;LPAR6;MGAT4A;NRP1;PRKACB;SESN1;STON2"
"47";3,31;0,081;"FOXA3 (directAnnotation). ";18;"C1QA;C2;EGR2;ENPP2;FRMD4A;IGF1;LIMA1;MAF;MGAT4A;NRP1;OLFML2B;OSBPL1A;RND3;SDC3;SLC40A1;SPRED1;TMEM26;WWP1"
"48";3,31;0,081;"ETV2; FOXI1 (directAnnotation). ";18;"A2M;ADORA3;CMKLR1;CTSC;DNAJC5B;FILIP1L;FRMD4A;HEXA;IGF1;IGFBP4;ITGB5;KCNMA1;MERTK;OSBPL1A;PRKACB;SHE;SIGLEC1;TNFRSF13C"
"49";3,3;0,0809;"";12;"BCO2;CMKLR1;ENPP2;FRMD4A;IGF1;ITGA9;ITM2C;LPAR6;MAF;SDC3;SLCO2B1;STON2"
"50";3,3;0,0809;"FOXB1 (directAnnotation). ";15;"C2;EGR2;ENPP2;FRMD4A;IGF1;LIMA1;MAF;MGAT4A;NRP1;OLFML2B;RND3;SDC3;SLC40A1;SPRED1;WWP1"
"51";3,3;0,0809;"HOXB2 (directAnnotation). ";21;"C1QC;CCND1;CLIC2;CMKLR1;ENPP2;FUT1;GATM;GFRA2;GIMAP8;ITGB5;KCNMA1;LYVE1;MGAT4A;OTOA;SLC7A8;SLCO2B1;SRGAP3;STON2;TMEM37;TNFRSF13C;TPM1"
"52";3,28;0,0806;"";11;"CCND1;DAB2;DNAJC5B;DNASE1L3;ENPP2;FILIP1L;LIMA1;MAF;NRP1;OSBPL1A;SRGAP3"
"53";3,25;0,0802;"POLR2A (directAnnotation). ";10;"ACE;CMKLR1;DAB2;FILIP1L;GCLC;IGFBP4;KCNMA1;PER3;PLTP;TPM1"
"54";3,24;0,0801;"";9;"CXCL12;DAB2;EGR2;GPR82;IGFBP4;ITGA9;ITM2C;SRGAP3;STON2"
