"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"IL23A_CD28","IL23A","CD28",218,593,5.35350652467203e-06,1.81382258215232e-05,197,1.93717851948272,0.14581,0.572825
"PVR_CCR4","PVR","CCR4",19,36,4.6659001820536e-07,1.1011401847805e-06,52,1.93760990511115,0.1496,0.583647058823529
"IL23A_CD74","IL23A","CD74",218,593,5.35350652467203e-06,1.81382258215232e-05,197,1.94114793615324,0.14316,0.564656730769231
"IL23A_ICOS","IL23A","ICOS",218,593,5.35350652467203e-06,1.81382258215232e-05,197,1.94305851125141,0.14222,0.563631107205624
"CXCL9_TNFRSF14","CXCL9","TNFRSF14",265,766,6.50770288549581e-06,2.34298161539406e-05,246,1.9479916475566,0.01549,0.0843718599033816
"CXCL9_IL27RA","CXCL9","IL27RA",265,766,6.50770288549581e-06,2.34298161539406e-05,246,1.95505774656822,0.01603,0.0868933894230769
"TNFSF14_BCR","TNFSF14","BCR",92,290,2.25927798288911e-06,8.87029593295402e-06,182,1.95846251084543,0.00331,0.022755623100304
"IL6_IL10RB","IL6","IL10RB",137,586,3.36435960495444e-06,1.79241152300381e-05,183,1.95940040272458,0.00689,0.0417659946236559
"CXCL9_TNFRSF25","CXCL9","TNFRSF25",265,766,6.50770288549581e-06,2.34298161539406e-05,246,1.96108848906793,0.01411,0.0785630864197531
"CCL5_IL15RA","CCL5","IL15RA",85,275,2.08737639723451e-06,8.41148752262881e-06,177,1.9687095681277,0.04944,0.232265
"CXCL9_CD2","CXCL9","CD2",265,766,6.50770288549581e-06,2.34298161539406e-05,246,1.98242436978752,0.01042,0.059789058524173
"IL1A_IL1R1","IL1A","IL1R1",424,1093,1.04123246167933e-05,3.34318394990302e-05,343,1.98357181161597,0.00813,0.0481106020942408
"TNFSF14_ITGAV","TNFSF14","ITGAV",92,290,2.25927798288911e-06,8.87029593295402e-06,182,1.98620204057884,0.00332,0.022755623100304
"IL6_CCR6","IL6","CCR6",137,586,3.36435960495444e-06,1.79241152300381e-05,183,1.99009065539724,0.00457,0.0291936260623229
"TNF_NCR3","TNF","NCR3",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,1.99305622346567,0.00011,0.000961434108527132
"CCL5_BCR","CCL5","BCR",85,275,2.08737639723451e-06,8.41148752262881e-06,177,1.99601206416368,0.03467,0.170328649237473
"CXCL9_PLXND1","CXCL9","PLXND1",265,766,6.50770288549581e-06,2.34298161539406e-05,246,1.99955967669534,0.0196,0.103508196721311
"IL6_IL12RB1","IL6","IL12RB1",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.00418535736507,0.00432,0.0279931034482759
"INHBA_NCR3","INHBA","NCR3",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.00431946618301,0.00073,0.00558016949152542
"IL6_CLEC2D","IL6","CLEC2D",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.00443460607449,0.00392,0.0262302670623145
"CLCF1_IL1R1","CLCF1","IL1R1",21,55,5.15704756963819e-07,1.68229750452576e-06,62,2.00645523762754,0.15668,0.601896763202726
"CD58_SELL","CD58","SELL",187,374,4.59222807391591e-06,1.14396230307752e-05,400,2.00714444355518,1e-05,0.000100222222222222
"IL6_IL10RA","IL6","IL10RA",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.00897056063574,0.00391,0.0262302670623145
"IL6_IL18R1","IL6","IL18R1",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.0122344954622,0.00412,0.0271654970760234
"CD58_CCR4","CD58","CCR4",187,374,4.59222807391591e-06,1.14396230307752e-05,400,2.01561485351227,1e-05,0.000100222222222222
"CCL5_ITGAV","CCL5","ITGAV",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.02375155514466,0.03147,0.156754856512141
"CXCL9_CD28","CXCL9","CD28",265,766,6.50770288549581e-06,2.34298161539406e-05,246,2.02482659201785,0.00738,0.0442603723404255
"TNFSF14_ITGAL","TNFSF14","ITGAL",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.02570527776076,0.00087,0.00656137123745819
"ICAM4_SELL","ICAM4","SELL",37,75,9.08622667031491e-07,2.29404205162604e-06,96,2.02650935439857,0.05256,0.243966872427984
"CXCL9_CD74","CXCL9","CD74",265,766,6.50770288549581e-06,2.34298161539406e-05,246,2.02879600165714,0.00703,0.0425004021447721
"IL15_CCR8","IL15","CCR8",73,109,1.79268796468375e-06,3.33400778169651e-06,156,2.0300809028141,0.01276,0.0715766169154229
"CXCL9_ICOS","CXCL9","ICOS",265,766,6.50770288549581e-06,2.34298161539406e-05,246,2.03070658125081,0.00719,0.0432358666666667
"IL6_KLRF1","IL6","KLRF1",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.03136956468893,0.00535,0.0333266574585635
"CD80_IL1R1","CD80","IL1R1",42,112,1.03140951392764e-06,3.42576946376155e-06,125,2.03245130021565,0.00063,0.00484863481228669
"ICAM4_CCR4","ICAM4","CCR4",37,75,9.08622667031491e-07,2.29404205162604e-06,96,2.03497903190811,0.05127,0.239833022774327
"CXCL11_IL1R1","CXCL11","IL1R1",35,94,8.59507928273032e-07,2.8751993713713e-06,57,2.04271946044544,0.06053,0.274638128772636
"TNFSF14_IL6ST","TNFSF14","IL6ST",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.05934680442838,6e-04,0.00463356164383562
"IL6_CXCR6","IL6","CXCR6",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.06044568401097,0.00277,0.0192788580246914
"IL23A_IL1R1","IL23A","IL1R1",218,593,5.35350652467203e-06,1.81382258215232e-05,197,2.06111846736741,0.08203,0.35709971042471
"CCL5_ITGAL","CCL5","ITGAL",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.06325498825473,0.01459,0.0808364864864865
"TNF_PDCD1","TNF","PDCD1",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.06856255376501,3e-05,0.000276122448979592
"TNFSF14_TNFRSF14","TNFSF14","TNFRSF14",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.07298663372161,0.00045,0.00356052631578947
"INHBA_PDCD1","INHBA","PDCD1",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.07982579988583,0.00024,0.00196086956521739
"TNFSF14_IL27RA","TNFSF14","IL27RA",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.08005252324842,0.00048,0.00377142857142857
"TNF_CD226","TNF","CD226",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.08138945112961,0,0
"TNFSF14_TNFRSF25","TNFSF14","TNFRSF25",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.08608338986597,0.00049,0.00382335640138408
"INHBA_CD226","INHBA","CD226",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.09265268810663,0.00019,0.00159869402985075
"IL1A_CXCR3","IL1A","CXCR3",424,1093,1.04123246167933e-05,3.34318394990302e-05,343,2.09337103915041,0.00281,0.0194970769230769
"CCL5_IL6ST","CCL5","IL6ST",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.09689653069756,0.01099,0.0625819444444444
"IL6_IFNGR1","IL6","IFNGR1",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.10134236634819,0.00175,0.0125676751592357
"ALCAM_CCR8","ALCAM","CCR8",113,178,2.77498273985293e-06,5.44452646919247e-06,215,2.10727714811996,0.00505,0.0316326388888889
"TNFSF14_CD2","TNFSF14","CD2",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.10741945591104,0.00036,0.00288896797153025
"CCL5_TNFRSF14","CCL5","TNFRSF14",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.11053635619717,0.00946,0.0550382731958763
"CLCF1_CXCR3","CLCF1","CXCR3",21,55,5.15704756963819e-07,1.68229750452576e-06,62,2.11625222700423,0.10665,0.439663162705667
"CCL5_IL27RA","CCL5","IL27RA",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.11760221697086,0.00972,0.0563460154241645
"TNF_TNFRSF1A","TNF","TNFRSF1A",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.120448688829,6e-05,0.000526459143968872
"CCL5_TNFRSF25","CCL5","TNFRSF25",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.12363310064123,0.00882,0.05166
"TNFSF14_PLXND1","TNFSF14","PLXND1",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.12455303876068,0.00087,0.00656137123745819
"INHBA_TNFRSF1A","INHBA","TNFRSF1A",521,2622,1.27943894465786e-05,8.01997101248464e-05,415,2.13171196708526,0.00039,0.00310759717314488
"CD80_CXCR3","CD80","CXCR3",42,112,1.03140951392764e-06,3.42576946376155e-06,125,2.14224946089499,0.00018,0.00153169811320755
"CCL5_CD2","CCL5","CD2",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.14496919212271,0.00664,0.0403590296495957
"CXCL9_IL1R1","CXCL9","IL1R1",265,766,6.50770288549581e-06,2.34298161539406e-05,246,2.14876655723058,0.00254,0.0178433021806854
"TNFSF14_CD28","TNFSF14","CD28",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.14982159260575,0.00025,0.00202787769784173
"CXCL11_CXCR3","CXCL11","CXCR3",35,94,8.59507928273032e-07,2.8751993713713e-06,57,2.15251738181398,0.0443,0.211531395348837
"TNFSF14_CD74","TNFSF14","CD74",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.15379107443305,0.00017,0.00145760456273764
"TNFSF14_ICOS","TNFSF14","ICOS",92,290,2.25927798288911e-06,8.87029593295402e-06,182,2.15570160793451,0.00022,0.00181058394160584
"IL6_CD72","IL6","CD72",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.15834613445069,0.00282,0.0195064417177914
"CCL5_PLXND1","CCL5","PLXND1",85,275,2.08737639723451e-06,8.41148752262881e-06,177,2.16210253901686,0.01244,0.0699556109725686
"IL1B_CCR8","IL1B","CCR8",13198,21711,0.000324108161067071,0.000664079293104706,1273,2.16983246250113,0.00016,0.0013823754789272
"IL23A_CXCR3","IL23A","CXCR3",218,593,5.35350652467203e-06,1.81382258215232e-05,197,2.17091758186878,0.04567,0.216812315789474
"IL6_ACVR1","IL6","ACVR1",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.17183917181858,0.0021,0.0148448275862069
"IL6_IL6R","IL6","IL6R",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.17287151493405,0.00092,0.00691533333333333
"IL6_BSG","IL6","BSG",137,586,3.36435960495444e-06,1.79241152300381e-05,183,2.17339820485607,8e-04,0.00609459459459459
"TNF_IL10RB","TNF","IL10RB",461,2302,1.13209472838248e-05,7.04117973712419e-05,543,2.18272509263066,1e-05,0.000100222222222222
