"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"PVR_IL12RB1","PVR","IL12RB1",19,36,4.72128209347413e-07,1.10011364173919e-06,52,1.2165679219505,0.47566,1
"CCL5_IFNGR1","CCL5","IFNGR1",85,275,2.11215251550158e-06,8.4036458743966e-06,177,1.21702280968413,0.54615,1
"PLAU_FPR3","PLAU","FPR3",61,102,1.51578004053643e-06,3.11698865159438e-06,119,1.21734195241478,0.56338,1
"ICAM1_BSG","ICAM1","BSG",790,1482,1.9630593967603e-05,4.52880115849301e-05,817,1.21777650893713,0.86238,1
"ALCAM_FPR1","ALCAM","FPR1",113,178,2.80792040296093e-06,5.43945078415489e-06,215,1.21809714581834,0.99718,1
"ITGAV_BSG","ITGAV","BSG",81,152,2.01275710300739e-06,4.64492426512103e-06,181,1.21823261734523,0.87679,1
"SEMA4D_IL6R","SEMA4D","IL6R",168,130,4.17460732475607e-06,3.9726325951693e-06,247,1.21855325189328,0.93309,1
"GAS6_ICOS","GAS6","ICOS",67,49,1.66487315927772e-06,1.49737690125612e-06,102,1.21957381958187,0.60048,1
"CD80_CD74","CD80","CD74",42,112,1.04365183118902e-06,3.42257577429971e-06,125,1.22264590931367,0.26074,0.626336687578419
"EBI3_ADGRE5","EBI3","ADGRE5",74,72,1.83881513114256e-06,2.20022728347838e-06,108,1.22474117056308,0.59672,1
"TNFSF14_CD36","TNFSF14","CD36",92,290,2.28609448736642e-06,8.8620265584546e-06,182,1.22642878693333,0.68497,1
"KLRB1_NRP1","KLRB1","NRP1",111,89,2.75822269671383e-06,2.71972539207745e-06,105,1.22674891923981,0.9731,1
"CCL3_SIGLEC10","CCL3","SIGLEC10",5143,17991,0.000127797651614408,0.000549781792459161,1051,1.2270151493577,0.1201,0.326521875
"CD99_CCR1","CD99","CCR1",429,434,1.06601579900021e-05,1.32624811254114e-05,545,1.23033417030107,0.61942,1
"IL1RN_AXL","IL1RN","AXL",870,6734,2.16185022174868e-05,0.00020578236842977,746,1.23102410027187,0.55014,1
