"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"APP_NRP2","APP","NRP2",122,22,3.0188646376729e-06,6.7426200338075e-07,117,-3.75913983516722,0.00017,0.0036936
"IL1B_CXCR4","IL1B","CXCR4",7883,1070,0.000195063196219471,3.27936519826092e-05,493,-3.75647452609316,0.00339,0.0302446956521739
"CXCL12_BSG","CXCL12","BSG",204,21,5.04793759086288e-06,6.43613730499807e-07,137,-3.72531312913386,0,0
"INHBA_NRP2","INHBA","NRP2",221,41,5.46859905676812e-06,1.25657918811867e-06,95,-3.71818548726946,0.06331,0.252747315175097
"CD55_CD36","CD55","CD36",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.71752888456101,2e-05,0.000855
"TNF_TNFRSF1A","TNF","TNFRSF1A",1104,98,2.73182504917285e-05,3.00353074233243e-06,226,-3.71583376263273,0.01091,0.0680890909090909
"PDGFC_PLAUR","PDGFC","PLAUR",100,24,2.47447921120729e-06,7.35558549142636e-07,103,-3.70929161235323,0.00128,0.0141212903225806
"THBS1_IFNGR1","THBS1","IFNGR1",5434,421,0.000134463200337004,1.29029228828771e-05,454,-3.70111804392627,0.00221,0.0213911320754717
"LRPAP1_PLAUR","LRPAP1","PLAUR",277,67,6.8543074150442e-06,2.05343428302319e-06,209,-3.69805605371833,0.00202,0.02052
"LGALS9_PLAUR","LGALS9","PLAUR",450,109,1.11351564504328e-05,3.34066174402281e-06,342,-3.6960010522744,0.00082,0.0107794936708861
"PPIA_NRP2","PPIA","NRP2",2143,404,5.30280894961723e-05,1.2381902243901e-05,695,-3.69504042957098,0,0
"EREG_ITGAV","EREG","ITGAV",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.67855558667248,0.07274,0.275392029520295
"VEGFB_PLAUR","VEGFB","PLAUR",158,39,3.90967715370752e-06,1.19528264235678e-06,143,-3.66877955235289,0.00119,0.0132710869565217
"IL23A_CXCR4","IL23A","CXCR4",512,74,1.26693335613813e-05,2.26797219318979e-06,87,-3.66588691401311,0.04895,0.2097315
"TNF_IL10RB","TNF","IL10RB",1104,98,2.73182504917285e-05,3.00353074233243e-06,226,-3.6523669460803,0.05321,0.221003709677419
"CXCL12_LTBR","CXCL12","LTBR",204,21,5.04793759086288e-06,6.43613730499807e-07,137,-3.62628656090751,0,0
"EREG_ADGRA2","EREG","ADGRA2",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.61799214868366,0.10328,0.340724372990354
"CXCL14_ACVR2A","CXCL14","ACVR2A",98,4,2.42498962698315e-06,1.22593091523773e-07,48,-3.61712875633789,0.07063,0.270550074626866
"CD55_ACVR1","CD55","ACVR1",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.60563548376071,0.00092,0.0116363414634146
"CD55_ADGRG6","CD55","ADGRG6",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.60563544386294,0.00354,0.0313106896551724
"CXCL14_CD74","CXCL14","CD74",98,4,2.42498962698315e-06,1.22593091523773e-07,48,-3.59300521670323,0.05079,0.212737959183673
"CD55_BSG","CD55","BSG",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.57036053824614,0,0
"IL10_CXCR4","IL10","CXCR4",259,40,6.40890115702689e-06,1.22593091523773e-06,126,-3.57022023025833,0.01026,0.0659571428571429
"CXCL14_SORT1","CXCL14","SORT1",98,4,2.42498962698315e-06,1.22593091523773e-07,48,-3.56911999304137,0.04286,0.192027772925764
"EREG_IL6ST","EREG","IL6ST",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.56470085270965,0.10014,0.333831844660194
"CXCL14_EGFR","CXCL14","EGFR",98,4,2.42498962698315e-06,1.22593091523773e-07,48,-3.54869728484195,0.05823,0.236142213438735
"OSM_NRP2","OSM","NRP2",134,28,3.31580214301777e-06,8.58151640666409e-07,80,-3.54656877855586,0.00635,0.0486201492537313
"KLRB1_CD36","KLRB1","CD36",208,27,5.14691675931117e-06,8.27503367785466e-07,131,-3.53792581913314,0.00472,0.0386163779527559
"SEMA4D_NRP2","SEMA4D","NRP2",133,28,3.2910573509057e-06,8.58151640666409e-07,132,-3.53576202455827,0.00038,0.006498
"AREG_CXCR4","AREG","CXCR4",4111,652,0.000101725840372732,1.99826739183749e-05,509,-3.53188603809617,0.00591,0.0462874809160305
"IL1A_IL1R1","IL1A","IL1R1",692,50,1.71233961415545e-05,1.53241364404716e-06,125,-3.52279139291296,0.19531,0.572537314285714
"CD93_PLAUR","CD93","PLAUR",398,109,9.84842726060502e-06,3.34066174402281e-06,258,-3.51884450089861,0.00215,0.0210085714285714
"TNF_IFNGR1","TNF","IFNGR1",1104,98,2.73182504917285e-05,3.00353074233243e-06,226,-3.50481006454276,0.05823,0.236142213438735
"CXCL12_TNFRSF1A","CXCL12","TNFRSF1A",204,21,5.04793759086288e-06,6.43613730499807e-07,137,-3.50212661889316,1e-05,0.000513
"TGFB1_PLAUR","TGFB1","PLAUR",397,110,9.82368246849295e-06,3.37131001690375e-06,313,-3.50203970657277,0.00731,0.0539572661870504
"PDGFB_NRP2","PDGFB","NRP2",334,73,8.26476056543236e-06,2.23732392030885e-06,162,-3.48171508608546,0.02537,0.128224729064039
"EREG_PLXNB2","EREG","PLXNB2",5226,266,0.000129316283577693,8.15244058633088e-06,322,-3.47860851466862,0.19775,0.576396306818182
"IL1B_CD36","IL1B","CD36",7883,1070,0.000195063196219471,3.27936519826092e-05,493,-3.47350780316227,0.0011,0.012825
"CD55_LTBR","CD55","LTBR",698,80,1.72718648942269e-05,2.45186183047545e-06,342,-3.47133467412054,0.00018,0.0036936
"ADM_NRP2","ADM","NRP2",122,27,3.0188646376729e-06,8.27503367785466e-07,82,-3.46368430290236,6e-04,0.00867042253521127
"CXCL12_IL10RB","CXCL12","IL10RB",204,21,5.04793759086288e-06,6.43613730499807e-07,137,-3.43865837005395,2e-05,0.000855
"IL1A_ADGRE5","IL1A","ADGRE5",692,50,1.71233961415545e-05,1.53241364404716e-06,125,-3.43045120502352,0.2272,0.635169482288828
"KLRB1_ACVR1","KLRB1","ACVR1",208,27,5.14691675931117e-06,8.27503367785466e-07,131,-3.42603141468868,0.02205,0.115425
"KLRB1_ADGRG6","KLRB1","ADGRG6",208,27,5.14691675931117e-06,8.27503367785466e-07,131,-3.42603129787584,0.03439,0.162599723502304
"IL1A_ACVR1B","IL1A","ACVR1B",692,50,1.71233961415545e-05,1.53241364404716e-06,125,-3.42325482088154,0.28116,0.734020763358779
"THBS1_IL1R1","THBS1","IL1R1",5434,421,0.000134463200337004,1.29029228828771e-05,454,-3.42214210225955,0.03232,0.156416603773585
"ITGB1_NRP2","ITGB1","NRP2",465,106,1.15063283321139e-05,3.24871692537998e-06,327,-3.42100196747179,0.00159,0.0168179381443299
"B2M_PLAUR","B2M","PLAUR",32466,9518,0.00080336442071056,0.000291710261280817,849,-3.42060522001622,0.00178,0.0184472727272727
"CXCL14_NRP1","CXCL14","NRP1",98,4,2.42498962698315e-06,1.22593091523773e-07,48,-3.41446757680809,0.06732,0.26324897338403
"VEGFA_NRP2","VEGFA","NRP2",1030,236,2.54871358754351e-05,7.23299239990259e-06,339,-3.4136212854432,0.00432,0.03591
"APLP2_CXCR4","APLP2","CXCR4",882,152,2.18249066428483e-05,4.65853747790336e-06,479,-3.4120477621673,0.00082,0.0107794936708861
"CD58_CXCR4","CD58","CXCR4",214,37,5.29538551198361e-06,1.1339860965949e-06,169,-3.40735362149877,0.01713,0.0955183695652174
"IL1A_ITGA3","IL1A","ITGA3",692,50,1.71233961415545e-05,1.53241364404716e-06,125,-3.39678318416204,0.27201,0.721805581395349
"KLRB1_BSG","KLRB1","BSG",208,27,5.14691675931117e-06,8.27503367785466e-07,131,-3.39075748949799,0.00623,0.0481371428571429
"IGF1_PLAUR","IGF1","PLAUR",406,122,1.00463855975016e-05,3.73908929147507e-06,216,-3.38500298543707,0.00206,0.0207211764705882
"IL23A_CD36","IL23A","CD36",512,74,1.26693335613813e-05,2.26797219318979e-06,87,-3.38292038311157,0.06947,0.268966867924528
