"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"TNF_IL27RA","TNF","IL27RA",461,2302,1.13682371257427e-05,7.06881401391457e-05,543,2.79930406066091,8e-05,0.000732
"CSF3_MERTK","CSF3","MERTK",18,89,4.43879106861971e-07,2.73294720781232e-06,48,2.80016326767914,0.03091,0.128865791366906
"PLAU_NRP2","PLAU","NRP2",61,102,1.50425697325446e-06,3.13214174378491e-06,119,2.80122560690541,0.00054,0.00410849015317287
"CCL3_LILRB2","CCL3","LILRB2",5143,17991,0.000126826124810618,0.000552454530514062,1051,2.80398023784707,0,0
"INHBA_SIRPA","INHBA","SIRPA",521,2622,1.2847834148616e-05,8.05144671784709e-05,415,2.80511372184682,0,0
"CLU_CCR6","CLU","CCR6",18,64,4.43879106861971e-07,1.96526540786504e-06,47,2.80678588057867,0.00834,0.0432808656716418
"INHBA_IL15RA","INHBA","IL15RA",521,2622,1.2847834148616e-05,8.05144671784709e-05,415,2.81056647319437,0.00538,0.0297396820349762
"INHBA_IL27RA","INHBA","IL27RA",521,2622,1.2847834148616e-05,8.05144671784709e-05,415,2.81056741166286,0.00041,0.00321074324324324
"TNF_MERTK","TNF","MERTK",461,2302,1.13682371257427e-05,7.06881401391457e-05,543,2.81441169954199,0,0
"IL6_PLXNB2","IL6","PLXNB2",137,586,3.37841320222723e-06,1.79944613907643e-05,183,2.82109135869902,7e-05,0.000654274193548387
"CCL3_TLR8","CCL3","TLR8",5143,17991,0.000126826124810618,0.000552454530514062,1051,2.82118091776805,0,0
"INHBA_MERTK","INHBA","MERTK",521,2622,1.2847834148616e-05,8.05144671784709e-05,415,2.82567496544184,3e-05,0.000299741379310345
"CLU_LILRB2","CLU","LILRB2",18,64,4.43879106861971e-07,1.96526540786504e-06,47,2.82745722899086,0.00203,0.0127867934782609
"IL1RN_CD2","IL1RN","CD2",870,6734,2.1454156831662e-05,0.0002067827696338,746,2.828290928054,0.00104,0.0071747619047619
"CSF3_AXL","CSF3","AXL",18,89,4.43879106861971e-07,2.73294720781232e-06,48,2.83628509982644,0.01988,0.090951
"CLU_TLR8","CLU","TLR8",18,64,4.43879106861971e-07,1.96526540786504e-06,47,2.84464054264985,0.00267,0.0161453739130435
"TNF_AXL","TNF","AXL",461,2302,1.13682371257427e-05,7.06881401391457e-05,543,2.85053026353591,0,0
"PRNP_CD80","PRNP","CD80",284,505,7.00342590826666e-06,1.55071723589351e-05,434,2.85984375164569,3e-05,0.000299741379310345
"INHBA_AXL","INHBA","AXL",521,2622,1.2847834148616e-05,8.05144671784709e-05,415,2.86179351427331,0,0
