"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"OSM_CLEC2D","OSM","CLEC2D",134,28,3.29630362597089e-06,8.60756709052889e-07,80,-1.57364808790169,0.95431,1
"APP_TLR8","APP","TLR8",122,22,3.00111225648096e-06,6.7630884282727e-07,117,-1.57351597805463,0.63369,1
"OSM_FPR1","OSM","FPR1",134,28,3.29630362597089e-06,8.60756709052889e-07,80,-1.57202392090805,0.99083,1
"THBS1_ITGAV","THBS1","ITGAV",5434,421,0.000133672491817357,1.29420919468309e-05,454,-1.57187497092848,0.96562,1
"TGFB1_PLXNB2","TGFB1","PLXNB2",397,110,9.76591447395852e-06,3.38154421413635e-06,313,-1.56991116372562,0.86299,1
"CXCL12_IL6R","CXCL12","IL6R",204,21,5.01825328132881e-06,6.45567531789667e-07,137,-1.56743694574597,0.31402,0.902756323337679
"IL1B_CD2","IL1B","CD2",7883,1070,0.000193916130474093,3.28932028102354e-05,493,-1.56662741307615,0.96111,1
"ICAM1_ITGAM","ICAM1","ITGAM",1564,377,3.84732751568542e-05,1.15894742611764e-05,373,-1.56490001445881,0.98907,1
"HEBP1_ADGRE2","HEBP1","ADGRE2",113,15,2.77971872936351e-06,4.61119665564048e-07,108,-1.56454192441038,0.42664,1
"SEMA4D_CLEC2D","SEMA4D","CLEC2D",133,28,3.27170434518006e-06,8.60756709052889e-07,132,-1.56284136114179,0.79416,1
"HEBP1_IL1RAP","HEBP1","IL1RAP",113,15,2.77971872936351e-06,4.61119665564048e-07,108,-1.56138714119313,0.43904,1
"SEMA4D_FPR1","SEMA4D","FPR1",133,28,3.27170434518006e-06,8.60756709052889e-07,132,-1.56121716783338,0.90041,1
"LRPAP1_ITGAM","LRPAP1","ITGAM",277,67,6.81400077905922e-06,2.05966783951941e-06,209,-1.55994760735446,0.49578,1
"KLRB1_ADGRE5","KLRB1","ADGRE5",208,27,5.11665040449212e-06,8.30015398015286e-07,131,-1.55711462948735,0.95638,1
"IL10_LILRB2","IL10","LILRB2",259,40,6.37121372482433e-06,1.22965244150413e-06,126,-1.54945721557311,0.65808,1
"KLRB1_IL10RA","KLRB1","IL10RA",208,27,5.11665040449212e-06,8.30015398015286e-07,131,-1.54919164685743,0.96091,1
"RNASET2_CLEC2D","RNASET2","CLEC2D",1481,315,3.64315348512156e-05,9.683512976845e-06,536,-1.54806848594801,0.61021,1
"ANXA1_PILRA","ANXA1","PILRA",1234,241,3.03555124958812e-05,7.40865596006236e-06,477,-1.54723277116174,0.72797,1
"RNASET2_FPR1","RNASET2","FPR1",1481,315,3.64315348512156e-05,9.683512976845e-06,536,-1.54643800979092,0.69223,1
"IL1B_CCR1","IL1B","CCR1",7883,1070,0.000193916130474093,3.28932028102354e-05,493,-1.54334992692647,0.99113,1
