"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"VEGFB_BSG","VEGFB","BSG",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.87088066595657,0.91708,1
"LRPAP1_SORT1","LRPAP1","SORT1",501,159,1.23815082248802e-05,4.87019669958715e-06,428,-1.87041375627562,0.24207,0.778864310487201
"PPIA_IL1RAP","PPIA","IL1RAP",2613,1122,6.45766087656926e-05,3.43670484084075e-05,1105,-1.87036711022228,0.33126,0.980932653992395
"HEBP1_AXL","HEBP1","AXL",153,55,3.78117915849635e-06,1.68465923570625e-06,187,-1.86998239936982,0.10709,0.415761176470588
"HEBP1_TNFRSF21","HEBP1","TNFRSF21",153,55,3.78117915849635e-06,1.68465923570625e-06,187,-1.86398865718009,0.10773,0.417413552238806
"ICAM2_PLAUR","ICAM2","PLAUR",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.86297699236561,0.59257,1
"ICAM2_IL27RA","ICAM2","IL27RA",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.85624129634273,0.57807,1
"VEGFB_CLEC2D","VEGFB","CLEC2D",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.85614523918685,0.85004,1
"VEGFB_FLT1","VEGFB","FLT1",137,26,3.38576173015687e-06,7.96384365970227e-07,129,-1.85613825809102,0.69823,1
"ICAM2_SIRPA","ICAM2","SIRPA",115,30,2.84206276619007e-06,9.18905037657954e-07,131,-1.85514624565268,0.59391,1
"CD1D_NRP1","CD1D","NRP1",346,41,8.55090188784143e-06,1.2558368847992e-06,251,-1.85358137780801,0.55112,1
"LRPAP1_CD36","LRPAP1","CD36",501,159,1.23815082248802e-05,4.87019669958715e-06,428,-1.85334357724352,0.14138,0.514037086834734
"RNASET2_PILRA","RNASET2","PILRA",1420,508,3.50932967651296e-05,1.55601253043413e-05,800,-1.84249804856449,0.1593,0.563692752043597
"CCL20_CSF3R","CCL20","CSF3R",2854,1950,7.05325837800562e-05,5.9728827447767e-05,506,-1.83814587964664,0.26776,0.839812270531401
"HEBP1_PILRA","HEBP1","PILRA",153,55,3.78117915849635e-06,1.68465923570625e-06,187,-1.83553251799734,0.09295,0.370468065506653
"CD55_CSF3R","CD55","CSF3R",1814,1242,4.48304509379895e-05,3.80426685590393e-05,912,-1.8351438457368,0.25213,0.802119460784314
