"","ligand","receptor","counts_pat2_ligands","counts_pat1_ligands","freq_pat2_ligands","freq_pat1_ligands","n_cells_with_min_umis_above_thresh","log2_FC","p.value","adj.p.value"
"CD93_CD2","CD93","CD2",398,109,9.82227627600192e-06,3.31824930262729e-06,258,-1.96847318838169,0.54268,1
"CXCL12_NRP1","CXCL12","NRP1",204,21,5.034533568604e-06,6.39295737203423e-07,137,-1.96833173870875,0.06317,0.275023352601156
"CD48_IL1RAP","CD48","IL1RAP",698,141,1.72260021121843e-05,4.2924142355087e-06,392,-1.96772425698351,0.34779,0.908118333333333
"ADM_IL6ST","ADM","IL6ST",122,27,3.01084850671416e-06,8.21951662118686e-07,82,-1.96691494061254,0.1252,0.454832850241546
"LRPAP1_CCR1","LRPAP1","CCR1",277,67,6.83610685540837e-06,2.03965782822044e-06,209,-1.96630312080994,0.24553,0.717507357512953
"KLRB1_TNFRSF10A","KLRB1","TNFRSF10A",208,27,5.13324991308643e-06,8.21951662118686e-07,131,-1.96578942198364,0.60092,1
"SPN_LILRB2","SPN","LILRB2",103,13,2.54194587042261e-06,3.95754503983071e-07,94,-1.96462186239028,0.70032,1
"PPIA_ADGRG6","PPIA","ADGRG6",2143,404,5.28872815564626e-05,1.22988322776278e-05,695,-1.96279232084788,0.41912,1
"CD48_FPR1","CD48","FPR1",698,141,1.72260021121843e-05,4.2924142355087e-06,392,-1.95880304975502,0.34775,0.908118333333333
"SEMA4D_IL10RA","SEMA4D","IL10RA",133,28,3.28231845404084e-06,8.5239431627123e-07,132,-1.95874515854078,0.43467,1
"PPIA_TNFRSF1A","PPIA","TNFRSF1A",2143,404,5.28872815564626e-05,1.22988322776278e-05,695,-1.95636673080654,0.36765,0.941451078320091
"CD52_ADGRE5","CD52","ADGRE5",659,104,1.62635177534806e-05,3.16603603186457e-06,294,-1.95556959943978,0.68189,1
"CCL3_IL6R","CCL3","IL6R",4991,1343,0.000123173318827954,4.08844845268665e-05,495,-1.95506280558127,0.41159,1
"CD47_IFNGR1","CD47","IFNGR1",197,66,4.86177996575974e-06,2.0092151740679e-06,194,-1.95389220969261,0.06955,0.289492250922509
"APP_MERTK","APP","MERTK",122,22,3.01084850671416e-06,6.69738391355967e-07,117,-1.95288968190172,0.3218,0.863235196195006
"TGFB1_CD2","TGFB1","CD2",397,110,9.79759718988131e-06,3.34869195677983e-06,313,-1.95166841533027,0.38776,0.973366887417219
"SPN_TLR8","SPN","TLR8",103,13,2.54194587042261e-06,3.95754503983071e-07,94,-1.94741095787666,0.67361,1
